source_path,destination_path,file_type,purpose,source_version,destination_status,action,reason,dependency,overwrite_allowed,priority
README.md,result/tool_detection/reports/README.md,DOCUMENTATION,Transfer,6a53c5a3d0646fb030aefb817e7e5d2e,MANUAL_REVIEW,MANUAL_REVIEW,DIFFERENT_VERSIONS,None,FALSE,P3
requirements.txt,ai/health_prediction/requirements.txt,DOCUMENTATION,Transfer,1b5eef3e09d02e38f0fa7eebde3e9f6a,MANUAL_REVIEW,MANUAL_REVIEW,DIFFERENT_VERSIONS,None,FALSE,P3
configs/feature_schema.json,models/rul/final/feature_schema.json,CONFIG,Transfer,8a80554c91d9fca8acb82f023de02f11,MANUAL_REVIEW,MANUAL_REVIEW,DIFFERENT_VERSIONS,None,FALSE,P3
configs/model_config.json,N/A,CONFIG,Transfer,8473e228d3bfe12c2df5f77414f863ec,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
configs/recommendation_config.json,config/recommendation_config.json,CONFIG,Transfer,b38448b1341bd696b171975313406e86,REQUIRED_TRANSFER,REQUIRED_TRANSFER,RECOMMENDATION_CONFIG,None,FALSE,P0
data/processed/final_all17_training_dataset.csv,N/A,DATASET,Transfer,2d485fc875261c99e62aa2f7fcd1fc3e,DO_NOT_TRANSFER,DO_NOT_TRANSFER,DATASETS_AVOID_COPYING,None,FALSE,P3
data/processed/final_gpr_training_dataset.csv,N/A,DATASET,Transfer,c147f06bbfbb6d78ea20030cac41d304,DO_NOT_TRANSFER,DO_NOT_TRANSFER,ABANDONED_OR_OBSOLETE,None,FALSE,P3
data/processed/future_wear_rate_dataset.csv,N/A,DATASET,Transfer,f749ef2f2a2f832ed06b0f421b90dbe3,DO_NOT_TRANSFER,DO_NOT_TRANSFER,WEAR_ANALYSIS_NOT_OWNED_BY_OPTIMIZE,None,FALSE,P3
data/processed/future_wear_rate_h10.csv,N/A,DATASET,Transfer,df2864cd42fad4925955e5a77d439b97,DO_NOT_TRANSFER,DO_NOT_TRANSFER,WEAR_ANALYSIS_NOT_OWNED_BY_OPTIMIZE,None,FALSE,P3
data/processed/future_wear_rate_h15.csv,N/A,DATASET,Transfer,d97307923dfa004d435fc556ba985cb7,DO_NOT_TRANSFER,DO_NOT_TRANSFER,WEAR_ANALYSIS_NOT_OWNED_BY_OPTIMIZE,None,FALSE,P3
data/processed/future_wear_rate_h20.csv,N/A,DATASET,Transfer,1e3fa33e8208f74d485259a149e1a49c,DO_NOT_TRANSFER,DO_NOT_TRANSFER,WEAR_ANALYSIS_NOT_OWNED_BY_OPTIMIZE,None,FALSE,P3
data/processed/future_wear_rate_h5.csv,N/A,DATASET,Transfer,f749ef2f2a2f832ed06b0f421b90dbe3,DO_NOT_TRANSFER,DO_NOT_TRANSFER,WEAR_ANALYSIS_NOT_OWNED_BY_OPTIMIZE,None,FALSE,P3
data/processed/optimization_cleaned_dataset.csv,N/A,DATASET,Transfer,9a150aabcfd03a8843b2edf6bf9f997e,DO_NOT_TRANSFER,DO_NOT_TRANSFER,DATASETS_AVOID_COPYING,None,FALSE,P3
data/processed/optimization_features.csv,N/A,DATASET,Transfer,2d485fc875261c99e62aa2f7fcd1fc3e,DO_NOT_TRANSFER,DO_NOT_TRANSFER,DATASETS_AVOID_COPYING,None,FALSE,P3
data/processed/preprocessing_metadata.json,N/A,CONFIG,Transfer,b1370e338c68adce9e6de68afc4a5378,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-09T13_42_21.698185.jpg,N/A,OTHER,Transfer,94bc38b7593dc9a8bf70063cb949b6a3,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-09T13_57_28.118460.jpg,N/A,OTHER,Transfer,cb306f36c24be73ecf504db8e0cd4a63,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-09T14_02_11.912597.jpg,N/A,OTHER,Transfer,3adb81e249163230682b1336e31d115e,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-09T14_06_06.154768.jpg,N/A,OTHER,Transfer,c59da3a1a2c78ab122ee5cf1ffc2531f,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-09T14_15_05.378030.jpg,N/A,OTHER,Transfer,f0ec548daa3ba251c613541431f33c6a,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T08_48_35.215462.jpg,N/A,OTHER,Transfer,e06bd4624dc67dbb61b395c718266e98,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T08_56_24.608623.jpg,N/A,OTHER,Transfer,73e5bd03eaca5cd18a3dac1a0548b764,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T08_58_49.608028.jpg,N/A,OTHER,Transfer,e07b26a730830955dce52ab195e0305d,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T09_01_08.354120.jpg,N/A,OTHER,Transfer,b2c726fe796781018f365c8298503045,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T09_07_01.374915.jpg,N/A,OTHER,Transfer,b2d00622b046de3831ee724cbd0b11da,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T09_09_06.767793.jpg,N/A,OTHER,Transfer,f47fa8e7261eb803292004ae862c57d3,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T09_11_05.081835.jpg,N/A,OTHER,Transfer,037976277784d64953f866a4c846afd7,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T09_13_13.903865.jpg,N/A,OTHER,Transfer,a68390758b06b1b1e1f7625ea857ef6c,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T09_15_22.776469.jpg,N/A,OTHER,Transfer,6d4a3eb68fcba82e9df7a32087291bb7,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T09_19_27.119246.jpg,N/A,OTHER,Transfer,1e2bb1c41485db48a2d40c474b7d38b8,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T09_21_26.862444.jpg,N/A,OTHER,Transfer,69d94ed6168757f4775105dfcfa2a8d3,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T09_23_33.156362.jpg,N/A,OTHER,Transfer,dc96b8648415f75d9394d0479018abe1,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T09_25_39.907591.jpg,N/A,OTHER,Transfer,1998d75c5fad8c18725951f576048e85,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T09_27_47.208839.jpg,N/A,OTHER,Transfer,629e969d531c171ad629d91e93a3b799,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T09_29_54.957312.jpg,N/A,OTHER,Transfer,b4accc904f4ce339b93201fa8d68ac64,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T09_31_53.575470.jpg,N/A,OTHER,Transfer,0ab40cc2b6ad3dd5532a6fdff406df44,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T09_33_53.019030.jpg,N/A,OTHER,Transfer,16fcb6881fa225b4588b99ab0fd5300c,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T09_35_53.774433.jpg,N/A,OTHER,Transfer,b45679d7ff829895549e78cd83a831cf,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T09_37_59.040002.jpg,N/A,OTHER,Transfer,2f7ddd42975d042c43dc069c5737ea32,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T09_40_04.994651.jpg,N/A,OTHER,Transfer,fdc9000dc2644ad9f43b14807bf11121,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T09_43_25.093329.jpg,N/A,OTHER,Transfer,55fd4de86eb9e7e032762befc22d4936,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T09_45_42.365918.jpg,N/A,OTHER,Transfer,0aa78ca76da3eff2ccceeaf0568f75ca,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T09_48_02.084125.jpg,N/A,OTHER,Transfer,7ec72b8ebc6cae9e1937021fc4288f62,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T09_50_08.776597.jpg,N/A,OTHER,Transfer,2868b48da177d500c33ef7a7fa33de27,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T09_55_46.480199.jpg,N/A,OTHER,Transfer,a4bf296fac30f751a09674fea0fae2af,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T09_57_53.744816.jpg,N/A,OTHER,Transfer,9399d636c778805b141c6bc4ee47d701,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T10_00_09.412641.jpg,N/A,OTHER,Transfer,ce4e933c0dac0ffd0a7c521b228ca485,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T10_02_21.069953.jpg,N/A,OTHER,Transfer,152b9ef9294d9a148c29c1f252712123,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T10_04_31.397782.jpg,N/A,OTHER,Transfer,67f93e47fa66fe7dd2c20d0a57a26ff3,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T10_07_37.321185.jpg,N/A,OTHER,Transfer,7b6faad9a1ae6c5e6e2503e14b75c1e0,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T10_09_37.545252.jpg,N/A,OTHER,Transfer,8060b157f4d810a1908acf945da68218,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T10_11_38.191326.jpg,N/A,OTHER,Transfer,f5e2cd86dc162de3faf31993561465f5,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T10_15_36.860270.jpg,N/A,OTHER,Transfer,9c5d68c8b376a4241e530d036498a745,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T10_17_32.840578.jpg,N/A,OTHER,Transfer,7d3896bcd2677df1c1ca6947e508efd0,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T10_22_29.720753.jpg,N/A,OTHER,Transfer,af824a7891c27089d738cc2a48af7852,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T10_24_30.460812.jpg,N/A,OTHER,Transfer,eb4ff6f78f0a5c89c9a71e440ac388de,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T10_26_43.266454.jpg,N/A,OTHER,Transfer,cb8910808cf688429526d66f44a60d80,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T10_28_49.915862.jpg,N/A,OTHER,Transfer,7a92993f0905d68da6122fc8101f1bb2,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T10_35_38.805281.jpg,N/A,OTHER,Transfer,e9863dfd504ce23a0f6ee1b00af362b0,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
